City,Area,Frontage,Access Road,Floors,Bedrooms,Bathrooms,Legal status,Furniture state,Price
Hanoi,40.0,,,7.0,4.0,4.0,Have certificate,Full,9.0
Hanoi,45.0,5.0,2.5,1.0,2.0,,Have certificate,,9.8
Ho Chi Minh City,36.0,,5.0,,2.0,2.0,Have certificate,,4.0
Ho Chi Minh City,25.0,3.0,5.0,2.0,,1.0,Have certificate,,2.45
Ho Chi Minh City,20.0,4.0,3.0,2.0,1.0,1.0,Have certificate,,1.85
Others,100.0,5.5,7.5,3.0,3.0,3.0,Have certificate,Full,4.6
Others,125.0,,7.5,3.0,,,,,7.2
Others,70.0,4.5,5.5,3.0,3.0,3.0,Have certificate,Full,5.7
Ho Chi Minh City,60.0,4.2,5.0,3.0,4.0,3.0,Have certificate,Full,4.9
Ho Chi Minh City,62.0,,,,,,,,5.0
Others,108.0,5.7,,2.0,2.0,2.0,Have certificate,Full,2.5
Ho Chi Minh City,31.2,4.0,2.5,2.0,1.0,1.0,Have certificate,Basic,2.5
Hanoi,29.0,4.0,,3.0,3.0,3.0,Have certificate,,9.4
Others,119.0,7.0,3.0,2.0,4.0,2.0,Have certificate,,7.5
Others,117.0,16.0,42.0,3.0,4.0,3.0,Have certificate,,6.1
Ho Chi Minh City,60.0,,,4.0,4.0,,Have certificate,Full,8.9
Ho Chi Minh City,94.0,6.0,,5.0,5.0,5.0,Have certificate,,10.0
Hanoi,50.0,4.1,,4.0,4.0,3.0,Have certificate,Full,9.0
Hanoi,45.0,5.5,,5.0,5.0,5.0,Have certificate,,9.5
Others,90.0,5.0,4.0,2.0,3.0,3.0,Have certificate,Full,3.3
Ho Chi Minh City,89.0,,,3.0,4.0,4.0,Have certificate,Full,9.5
Ho Chi Minh City,45.0,4.5,2.2,,2.0,1.0,Have certificate,,2.4
Hanoi,33.0,4.0,,5.0,,,Have certificate,,5.05
Hanoi,62.0,4.0,,3.0,,,Have certificate,Full,6.0
Hanoi,31.0,,,4.0,,,Have certificate,Basic,3.9
Hanoi,55.0,,,4.0,4.0,,Have certificate,,9.0
Ho Chi Minh City,130.0,8.0,4.0,3.0,3.0,2.0,Have certificate,Full,4.57
Others,90.0,5.0,4.0,1.0,3.0,2.0,Have certificate,,1.75
Ho Chi Minh City,100.0,5.0,2.5,2.0,4.0,2.0,Have certificate,Full,6.8
Hanoi,50.0,5.0,,5.0,9.0,9.0,Have certificate,,8.1
Ho Chi Minh City,33.0,,,4.0,4.0,4.0,Have certificate,Full,7.5
Hanoi,20.0,,,5.0,3.0,,Have certificate,Basic,2.7
Ho Chi Minh City,71.0,,,4.0,4.0,5.0,Have certificate,Full,5.5
Hanoi,36.0,,,4.0,4.0,3.0,Have certificate,Full,4.35
Hanoi,32.0,3.0,,4.0,,3.0,Have certificate,,6.3
Hanoi,39.0,5.4,4.0,5.0,3.0,4.0,Have certificate,Basic,4.8
Hanoi,33.0,3.0,4.0,5.0,3.0,3.0,Have certificate,Full,4.5
Ho Chi Minh City,35.0,,,2.0,3.0,2.0,Have certificate,Basic,3.4
Ho Chi Minh City,64.0,,5.0,4.0,4.0,5.0,Have certificate,,5.6
Hanoi,41.0,,,4.0,4.0,3.0,Have certificate,Full,5.4
Ho Chi Minh City,68.0,4.5,6.0,2.0,2.0,2.0,Have certificate,Full,8.3
Ho Chi Minh City,50.0,4.0,6.0,3.0,4.0,,Have certificate,,5.0
Ho Chi Minh City,92.0,4.0,,,,,Have certificate,,8.9
Ho Chi Minh City,60.0,4.3,30.0,5.0,5.0,5.0,Have certificate,Full,8.5
Hanoi,40.0,4.5,,6.0,7.0,,Have certificate,,6.25
Ho Chi Minh City,88.0,,8.0,2.0,3.0,,,,6.8
Ho Chi Minh City,56.0,,6.0,2.0,,,,,5.65
Ho Chi Minh City,90.0,,,,,,,,7.6
Ho Chi Minh City,61.2,6.0,9.0,1.0,1.0,1.0,Have certificate,,8.8
Hanoi,46.0,4.0,4.0,5.0,6.0,6.0,Have certificate,Basic,4.55
Hanoi,40.0,4.5,4.0,5.0,4.0,5.0,Have certificate,Full,4.65
Hanoi,30.0,4.5,4.0,5.0,3.0,3.0,Have certificate,Full,4.5
Hanoi,30.0,,,5.0,,,Have certificate,Full,5.3
Others,120.0,,12.0,3.0,3.0,3.0,Have certificate,,4.3
Hanoi,50.0,,,3.0,3.0,3.0,Have certificate,Full,4.75
Hanoi,54.0,5.0,,2.0,2.0,,Have certificate,Basic,6.2
Ho Chi Minh City,166.0,,30.0,1.0,2.0,2.0,Have certificate,,8.0
Ho Chi Minh City,99.0,5.3,5.0,3.0,3.0,2.0,Have certificate,Basic,6.0
Ho Chi Minh City,45.6,5.7,6.0,1.0,1.0,1.0,Have certificate,,6.5
Hanoi,66.0,4.7,4.0,2.0,3.0,3.0,Have certificate,Basic,2.1
Others,65.0,5.0,,5.0,,,Have certificate,,7.55
Others,90.0,4.17,6.0,3.0,3.0,3.0,Have certificate,Basic,6.5
Ho Chi Minh City,68.0,4.0,6.0,3.0,4.0,5.0,Have certificate,,7.35
Ho Chi Minh City,38.0,3.5,8.0,2.0,2.0,2.0,,Full,2.6
Ho Chi Minh City,49.0,,3.5,4.0,4.0,4.0,Have certificate,,7.7
Others,86.0,5.0,12.0,3.0,4.0,4.0,Have certificate,,4.7
Ho Chi Minh City,71.0,,8.0,2.0,3.0,3.0,Have certificate,,3.6
Ho Chi Minh City,48.0,4.0,4.0,3.0,4.0,3.0,Have certificate,Basic,4.75
Others,152.65,10.0,4.0,3.0,4.0,4.0,Have certificate,Basic,4.8
Hanoi,30.0,,,5.0,,,Have certificate,,5.5
Ho Chi Minh City,118.0,5.0,6.0,2.0,2.0,2.0,Have certificate,,8.3
Hanoi,70.0,,4.0,5.0,4.0,4.0,Have certificate,Full,8.6
Ho Chi Minh City,60.0,4.0,6.0,5.0,5.0,5.0,Have certificate,Full,5.1
Hanoi,32.0,4.0,3.0,4.0,3.0,4.0,Have certificate,Full,3.65
Hanoi,89.5,,2.0,,,,,,1.52
Ho Chi Minh City,28.0,,4.0,4.0,,4.0,,,5.3
Ho Chi Minh City,21.5,3.0,3.0,2.0,2.0,1.0,Have certificate,,1.35
Hanoi,82.0,,,1.0,,,,,6.5
Others,90.0,5.0,6.0,,2.0,1.0,Have certificate,,1.45
Ho Chi Minh City,30.5,,8.0,4.0,4.0,4.0,Have certificate,Full,2.4
Hanoi,37.0,3.4,2.9,4.0,5.0,3.0,Have certificate,Full,4.75
Others,77.5,5.0,20.0,3.0,3.0,3.0,Have certificate,Full,5.7
Ho Chi Minh City,73.0,4.75,,2.0,3.0,3.0,,,5.5
Hanoi,30.0,4.0,2.5,5.0,3.0,4.0,Have certificate,Full,3.9
Ho Chi Minh City,54.5,4.0,,3.0,3.0,3.0,Have certificate,,5.65
Others,100.0,5.0,10.0,4.0,5.0,3.0,Have certificate,,5.19
Ho Chi Minh City,48.0,,,3.0,4.0,3.0,Have certificate,,4.75
Hanoi,43.0,5.3,2.6,4.0,4.0,3.0,Have certificate,Basic,3.3
Ho Chi Minh City,90.0,4.5,6.0,4.0,4.0,4.0,Have certificate,,8.7
Others,110.0,,,,3.0,2.0,Have certificate,,4.99
Hanoi,37.0,4.2,4.0,5.0,3.0,4.0,Have certificate,Full,7.5
Ho Chi Minh City,99.4,30.0,5.0,1.0,2.0,2.0,Have certificate,Basic,4.7
Ho Chi Minh City,39.0,4.3,5.0,4.0,4.0,4.0,Have certificate,Full,7.5
Others,120.0,6.0,19.5,5.0,,,Have certificate,,9.2
Hanoi,31.0,3.4,3.0,5.0,3.0,4.0,Have certificate,Full,5.95
Others,60.0,11.0,50.0,,,,,,5.5
Ho Chi Minh City,42.0,4.2,3.5,4.0,3.0,4.0,Have certificate,,8.8
Hanoi,25.0,3.5,,3.0,,,Have certificate,,3.55
Hanoi,51.0,,,1.0,2.0,1.0,,,6.5
Ho Chi Minh City,50.0,5.0,5.0,4.0,3.0,4.0,Have certificate,Full,9.6
Ho Chi Minh City,57.0,,,,1.0,1.0,Sale contract,,2.85
Others,68.0,,,2.0,3.0,2.0,Have certificate,,2.8
Ho Chi Minh City,58.03,4.07,,2.0,,,,,4.1
Others,52.0,,,,4.0,3.0,,,5.0
Ho Chi Minh City,73.0,4.2,12.0,3.0,4.0,2.0,Have certificate,Full,8.8
Hanoi,35.0,4.0,4.0,5.0,3.0,3.0,Have certificate,Basic,5.2
Others,100.0,,,4.0,5.0,5.0,Sale contract,,7.6
Ho Chi Minh City,85.0,21.0,21.0,4.0,3.0,3.0,Sale contract,,6.8
Ho Chi Minh City,36.0,4.0,4.0,3.0,3.0,3.0,Have certificate,Full,5.5
Ho Chi Minh City,46.0,,,2.0,2.0,2.0,Have certificate,,4.4
Ho Chi Minh City,36.0,,,5.0,,,Have certificate,,5.2
Ho Chi Minh City,65.0,,,4.0,5.0,5.0,Have certificate,Full,10.0
Hanoi,25.0,,,5.0,4.0,2.0,Have certificate,Full,3.6
Ho Chi Minh City,80.0,4.0,,,,,,,8.8
Others,83.0,5.0,,,2.0,1.0,Have certificate,,3.4
Ho Chi Minh City,50.1,4.02,20.0,4.0,4.0,5.0,Have certificate,Basic,7.0
Hanoi,42.0,4.0,,4.0,,,Have certificate,,9.0
Ho Chi Minh City,108.0,8.0,8.0,3.0,5.0,4.0,Have certificate,Full,8.3
Hanoi,50.0,4.0,,5.0,,,Have certificate,,10.0
Others,111.0,,20.0,4.0,4.0,4.0,Have certificate,Basic,7.2
Ho Chi Minh City,50.0,,6.0,4.0,4.0,3.0,Have certificate,Basic,6.5
Ho Chi Minh City,42.0,,,2.0,2.0,2.0,Have certificate,,2.5
Ho Chi Minh City,60.0,4.0,5.0,2.0,2.0,2.0,Have certificate,Basic,4.0
Ho Chi Minh City,72.0,4.0,4.0,2.0,2.0,2.0,Have certificate,Full,5.8
Hanoi,40.0,,,5.0,9.0,9.0,Have certificate,Full,8.0
Ho Chi Minh City,73.6,,5.0,,,,,,8.3
Ho Chi Minh City,55.9,,4.0,2.0,2.0,2.0,Have certificate,,4.8
Ho Chi Minh City,38.0,,30.0,2.0,,,,,6.45
Ho Chi Minh City,51.0,3.6,,,4.0,6.0,Have certificate,,1.0
Ho Chi Minh City,80.0,4.1,6.0,3.0,3.0,3.0,Have certificate,Basic,9.9
Hanoi,44.0,4.2,3.0,3.0,4.0,3.0,Have certificate,Basic,7.6
Ho Chi Minh City,63.8,5.3,6.0,2.0,2.0,3.0,Have certificate,,7.5
Ho Chi Minh City,40.0,,,3.0,3.0,2.0,Have certificate,,2.4
Hanoi,47.5,7.0,15.0,,,,,,7.7
Ho Chi Minh City,51.0,5.0,4.0,3.0,3.0,3.0,Have certificate,Full,5.2
Ho Chi Minh City,71.0,8.0,5.0,,,,Have certificate,,8.3
Hanoi,36.0,,,1.0,1.0,1.0,Have certificate,,5.6
Others,56.5,4.46,5.0,1.0,2.0,1.0,Have certificate,Full,1.45
Hanoi,50.0,4.0,,4.0,4.0,4.0,Have certificate,Full,7.65
Ho Chi Minh City,73.0,8.0,6.0,4.0,8.0,5.0,Have certificate,,8.8
Hanoi,55.0,,,5.0,5.0,4.0,Have certificate,Full,6.5
Hanoi,60.0,,,5.0,6.0,4.0,Have certificate,Full,7.25
Hanoi,60.0,,,4.0,5.0,4.0,Have certificate,Full,7.25
Hanoi,50.0,,,4.0,4.0,3.0,Have certificate,Full,6.55
Hanoi,50.0,,,4.0,4.0,4.0,Have certificate,Full,7.0
Hanoi,50.0,,,4.0,5.0,4.0,Have certificate,Full,6.0
Hanoi,50.0,,,5.0,6.0,5.0,Have certificate,Full,6.55
Others,72.0,,,4.0,6.0,4.0,Have certificate,,4.2
Ho Chi Minh City,85.0,5.0,8.0,2.0,,,Have certificate,Basic,6.7
Ho Chi Minh City,42.5,,6.0,1.0,2.0,2.0,Have certificate,Basic,5.2
Others,100.0,10.0,4.0,1.0,2.0,1.0,Have certificate,Basic,1.39
Ho Chi Minh City,90.0,5.0,,3.0,4.0,,Have certificate,,7.5
Others,80.0,5.0,13.0,5.0,,,Have certificate,,4.8
Hanoi,45.0,,,6.0,,,,,8.25
Hanoi,52.0,4.0,3.0,4.0,3.0,3.0,Have certificate,,2.65
Ho Chi Minh City,45.0,3.6,6.0,2.0,2.0,2.0,Have certificate,Full,7.2
Ho Chi Minh City,21.0,4.0,3.0,2.0,2.0,2.0,Have certificate,Full,2.37
Ho Chi Minh City,48.0,,,2.0,2.0,2.0,,Full,4.1
Hanoi,39.0,,,,,,Have certificate,Basic,7.5
Others,150.0,5.0,62.0,3.0,2.0,2.0,Have certificate,,3.65
Ho Chi Minh City,18.0,,,2.0,,,,,2.85
Hanoi,54.0,,,3.0,3.0,3.0,Have certificate,,7.2
Hanoi,30.0,,,5.0,,4.0,Have certificate,,5.9
Others,100.0,5.0,8.0,2.0,3.0,2.0,Have certificate,Full,3.6
Ho Chi Minh City,75.0,4.0,5.0,3.0,4.0,,Have certificate,,7.5
Ho Chi Minh City,30.0,4.3,,2.0,3.0,2.0,Have certificate,Full,2.75
Ho Chi Minh City,68.0,6.5,,2.0,3.0,2.0,Have certificate,Basic,5.0
Ho Chi Minh City,42.0,5.0,5.0,4.0,,,,,6.2
Ho Chi Minh City,120.0,,,3.0,4.0,,Have certificate,,8.9
Hanoi,35.0,3.2,,3.0,,,Have certificate,,4.5
Hanoi,33.0,,,5.0,3.0,4.0,Have certificate,Full,5.8
Ho Chi Minh City,18.0,,,3.0,2.0,3.0,Have certificate,,2.9
Others,40.0,,,2.0,2.0,,,,1.5
Others,70.6,11.0,16.0,1.0,,1.0,Have certificate,,3.2
Ho Chi Minh City,20.4,,,2.0,2.0,2.0,Have certificate,Full,2.95
Ho Chi Minh City,85.0,5.0,20.0,3.0,4.0,4.0,Have certificate,Basic,7.78
Hanoi,35.0,3.6,,5.0,3.0,4.0,Have certificate,Basic,5.7
Ho Chi Minh City,36.0,,8.0,3.0,5.0,4.0,Have certificate,Full,6.25
Hanoi,55.0,,,4.0,4.0,3.0,Have certificate,Basic,5.5
Hanoi,50.0,,,4.0,5.0,4.0,Have certificate,Full,7.65
Hanoi,42.0,4.0,3.0,4.0,6.0,4.0,Have certificate,Full,6.95
Ho Chi Minh City,72.0,4.0,,4.0,4.0,5.0,Have certificate,Full,5.6
Hanoi,35.0,3.0,2.0,5.0,4.0,4.0,Have certificate,Basic,6.15
Hanoi,15.0,,,4.0,2.0,2.0,Have certificate,,1.85
Ho Chi Minh City,160.0,,,3.0,5.0,3.0,Have certificate,,9.8
Ho Chi Minh City,138.0,7.0,,3.0,5.0,3.0,,,7.8
Ho Chi Minh City,100.0,4.5,16.0,,,,,,5.5
Ho Chi Minh City,95.0,,5.0,4.0,5.0,3.0,Have certificate,,8.6
Hanoi,32.0,,,5.0,5.0,5.0,Have certificate,Basic,5.3
Ho Chi Minh City,90.0,,,,4.0,3.0,Have certificate,,5.3
Hanoi,32.0,4.0,2.2,5.0,5.0,4.0,Have certificate,Basic,4.1
Hanoi,37.0,3.0,,3.0,3.0,3.0,Have certificate,,5.5
Hanoi,56.0,4.0,,4.0,,,Have certificate,,7.0
Others,72.0,4.5,5.5,2.0,2.0,2.0,Have certificate,Full,3.6
Others,100.0,,16.0,3.0,4.0,4.0,Have certificate,Basic,3.0
Others,100.0,25.0,25.0,3.0,5.0,5.0,Have certificate,Basic,3.5
Others,56.0,,10.5,1.0,2.0,2.0,,,4.57
Others,50.0,4.5,5.0,4.0,4.0,3.0,Have certificate,,3.95
Ho Chi Minh City,32.0,,8.0,2.0,4.0,3.0,Have certificate,Full,2.5
Ho Chi Minh City,42.4,,6.0,3.0,3.0,3.0,Have certificate,Full,6.25
Others,74.6,5.0,20.0,3.0,3.0,3.0,Have certificate,Full,4.2
Ho Chi Minh City,90.0,,,3.0,4.0,5.0,,,9.5
Others,65.0,,7.0,3.0,,,,,4.7
Ho Chi Minh City,100.7,,,,3.0,,Have certificate,,9.45
Hanoi,50.0,4.0,,,2.0,2.0,Have certificate,Full,8.45
Hanoi,40.0,,,3.0,3.0,,Have certificate,,4.98
Ho Chi Minh City,64.0,,,4.0,4.0,5.0,Have certificate,,8.48
Ho Chi Minh City,56.0,,,2.0,2.0,2.0,Have certificate,Basic,4.8
Ho Chi Minh City,90.0,4.5,10.0,,2.0,2.0,Have certificate,,8.2
Ho Chi Minh City,26.3,4.5,3.0,2.0,2.0,2.0,Have certificate,Basic,2.89
Ho Chi Minh City,36.0,,,3.0,2.0,2.0,Have certificate,Full,7.0
Others,56.0,4.0,,2.0,3.0,,,,5.6
Others,100.0,,,,3.0,3.0,Have certificate,Basic,5.0
Ho Chi Minh City,40.0,3.75,6.0,3.0,4.0,3.0,Have certificate,,6.05
Others,28.42,4.0,17.5,,1.0,1.0,,Basic,1.25
Others,125.0,5.0,15.0,3.0,,,,,4.6
Others,93.5,6.6,,1.0,2.0,1.0,Have certificate,,2.99
Ho Chi Minh City,63.0,,16.0,4.0,5.0,4.0,Have certificate,Full,8.8
Others,92.5,5.0,5.5,2.0,5.0,2.0,Have certificate,,6.1
Hanoi,50.0,,,6.0,9.0,9.0,Have certificate,,9.4
Ho Chi Minh City,42.0,,,,3.0,3.0,Have certificate,Full,6.25
Others,110.28,,,,,,,Full,6.8
Hanoi,62.0,4.3,4.0,5.0,4.0,3.0,Have certificate,Full,9.0
Ho Chi Minh City,60.0,4.0,30.0,3.0,2.0,2.0,Have certificate,,10.0
Ho Chi Minh City,60.0,6.0,6.0,3.0,4.0,4.0,,,9.15
Others,100.0,,,3.0,3.0,4.0,Sale contract,Full,5.95
Others,96.0,8.0,,2.0,2.0,2.0,Have certificate,Full,5.2
Ho Chi Minh City,21.0,3.0,2.0,2.0,2.0,2.0,Have certificate,Basic,2.0
Others,40.0,,3.0,2.0,2.0,2.0,Have certificate,Basic,2.55
Ho Chi Minh City,40.5,5.0,5.0,4.0,3.0,4.0,,,5.8
Ho Chi Minh City,73.0,6.0,3.0,3.0,4.0,4.0,Have certificate,Full,8.89
Ho Chi Minh City,68.0,,,,4.0,4.0,Have certificate,,9.5
Ho Chi Minh City,100.0,6.0,,3.0,3.0,4.0,Have certificate,,7.2
Others,134.0,5.0,26.0,,,,Have certificate,,3.6
Others,62.2,4.15,,4.0,5.0,6.0,Have certificate,Full,4.6
Others,75.0,,,3.0,4.0,4.0,,,5.35
Ho Chi Minh City,54.0,,6.0,2.0,2.0,2.0,,,4.5
Ho Chi Minh City,10.8,,,2.0,1.0,1.0,Have certificate,,1.7
Ho Chi Minh City,39.0,3.5,,4.0,5.0,6.0,,,5.65
Others,144.0,6.0,20.0,4.0,3.0,3.0,Have certificate,Full,9.52
Others,120.0,6.0,30.0,4.0,6.0,5.0,Have certificate,,4.57
Hanoi,41.0,,3.5,4.0,,,Have certificate,Full,6.75
Ho Chi Minh City,42.0,,,5.0,6.0,7.0,Have certificate,Basic,7.9
Others,100.0,5.0,14.0,3.0,3.0,4.0,Sale contract,,7.8
Hanoi,33.0,3.3,2.0,5.0,4.0,4.0,Have certificate,Full,4.3
Ho Chi Minh City,68.0,,,,,,,,6.0
Ho Chi Minh City,68.0,4.2,6.0,2.0,2.0,2.0,Have certificate,Full,6.5
Others,100.0,,30.0,3.0,4.0,5.0,Have certificate,Basic,3.9
Ho Chi Minh City,65.0,,6.0,4.0,5.0,6.0,Have certificate,Full,7.9
Ho Chi Minh City,70.0,,8.0,4.0,6.0,4.0,Have certificate,,8.5
Ho Chi Minh City,74.1,12.0,25.0,2.0,3.0,3.0,Have certificate,Basic,7.9
Others,69.7,,,2.0,3.0,2.0,Have certificate,Full,1.75
Others,95.0,5.0,30.0,4.0,4.0,3.0,,,6.0
Others,72.0,5.0,5.5,2.0,2.0,2.0,Have certificate,Full,3.35
Hanoi,43.0,,,6.0,3.0,,Have certificate,,8.5
Others,100.0,,,3.0,4.0,,Have certificate,,9.8
Others,378.0,,3.0,,,,Have certificate,,1.1
Ho Chi Minh City,37.0,,20.0,3.0,2.0,2.0,Have certificate,Full,6.95
Ho Chi Minh City,48.0,4.0,4.0,2.0,2.0,2.0,Have certificate,Full,3.0
Hanoi,33.1,3.95,3.0,3.0,3.0,3.0,Have certificate,Basic,1.7
Hanoi,37.0,4.0,3.0,5.0,4.0,3.0,Have certificate,Basic,5.5
Ho Chi Minh City,66.5,4.75,7.0,2.0,,,Have certificate,,7.8
Hanoi,48.0,,,5.0,4.0,4.0,Have certificate,Full,6.48
Others,64.0,4.0,,5.0,,,Have certificate,,6.9
Hanoi,32.0,,,2.0,,,,,2.6
Ho Chi Minh City,100.0,12.0,12.0,3.0,4.0,4.0,Have certificate,Basic,8.8
Ho Chi Minh City,64.0,,,4.0,4.0,5.0,Have certificate,Full,8.5
Hanoi,30.0,3.0,4.0,5.0,3.0,4.0,Have certificate,Full,7.97
Ho Chi Minh City,54.0,,,2.0,2.0,2.0,Have certificate,,4.5
Ho Chi Minh City,26.9,4.7,10.0,4.0,3.0,4.0,Have certificate,Basic,8.3
Others,72.0,,,3.0,3.0,3.0,Have certificate,,1.65
Others,120.0,,,,,,Sale contract,,3.9
Hanoi,39.0,,,4.0,4.0,4.0,Have certificate,Basic,3.8
Hanoi,45.0,,,,,,Have certificate,,5.75
Hanoi,32.0,,6.0,5.0,4.0,3.0,Have certificate,,3.55
Hanoi,48.0,,,5.0,3.0,4.0,Have certificate,Basic,5.5
Hanoi,25.0,,,3.0,4.0,3.0,Have certificate,,5.8
Hanoi,70.0,,6.0,4.0,4.0,3.0,Have certificate,Basic,4.85
Others,100.0,5.0,,3.0,4.0,2.0,Have certificate,,2.2
Others,120.0,,,4.0,,,,,4.55
Ho Chi Minh City,66.0,4.0,5.0,,,,Have certificate,,6.2
Ho Chi Minh City,182.0,,12.0,2.0,3.0,3.0,Have certificate,Full,7.5
Ho Chi Minh City,48.0,4.5,4.0,3.0,4.0,4.0,Have certificate,Full,6.5
Ho Chi Minh City,66.0,5.0,4.4,4.0,4.0,4.0,Have certificate,Basic,5.65
Hanoi,56.0,,,4.0,4.0,4.0,Have certificate,,6.6
Hanoi,80.0,8.0,3.0,5.0,8.0,8.0,Have certificate,,6.6
Ho Chi Minh City,15.22,3.7,4.5,,1.0,1.0,Have certificate,Basic,1.95
Ho Chi Minh City,50.0,,3.0,2.0,2.0,2.0,Have certificate,Full,4.8
Others,52.8,,11.5,2.0,1.0,1.0,Have certificate,Full,4.8
Hanoi,59.0,6.0,4.0,6.0,7.0,4.0,,,7.9
Hanoi,43.0,35.0,,5.0,3.0,4.0,Have certificate,Full,4.0
Ho Chi Minh City,48.0,,,5.0,,,,,8.5
Ho Chi Minh City,45.0,,3.0,4.0,4.0,3.0,Have certificate,,6.65
Hanoi,33.0,6.1,,5.0,3.0,3.0,Have certificate,Basic,4.55
Hanoi,80.0,,,2.0,,,Have certificate,,9.8
Hanoi,61.0,4.8,,4.0,4.0,3.0,Have certificate,Basic,7.55
Hanoi,37.0,,,4.0,3.0,,Have certificate,,4.3
Hanoi,35.0,5.5,,7.0,3.0,5.0,Have certificate,Full,8.9
Ho Chi Minh City,70.0,,,3.0,4.0,2.0,Have certificate,,5.2
Others,70.0,,,,,,Have certificate,,2.6
Ho Chi Minh City,60.0,4.2,,3.0,3.0,3.0,Sale contract,,6.8
Others,80.0,,,,4.0,4.0,,,9.98
Hanoi,38.0,,,5.0,4.0,,Have certificate,,5.3
Ho Chi Minh City,31.4,,,2.0,2.0,2.0,Have certificate,Full,3.4
Hanoi,36.0,,,5.0,3.0,4.0,Have certificate,Full,6.7
Others,92.4,,,2.0,2.0,2.0,Have certificate,Full,9.65
Ho Chi Minh City,62.4,,,2.0,3.0,2.0,Have certificate,Basic,4.55
Hanoi,50.0,,,5.0,6.0,4.0,Have certificate,Basic,9.1
Ho Chi Minh City,150.0,,6.0,4.0,4.0,4.0,Have certificate,,5.4
Others,385.0,20.0,,,,2.0,Have certificate,Basic,9.6
Hanoi,31.0,,,4.0,4.0,3.0,Have certificate,Basic,4.7
Hanoi,36.0,,,5.0,4.0,1.0,Have certificate,Full,5.7
Others,100.0,5.0,,,,,Have certificate,Full,7.3
Others,69.0,5.0,6.0,2.0,3.0,3.0,Have certificate,Full,2.9
Others,61.0,4.0,10.0,2.0,3.0,2.0,Have certificate,Full,2.75
Others,46.5,7.0,12.0,4.0,4.0,4.0,Have certificate,Full,3.9
Others,74.0,6.55,,3.0,3.0,3.0,Have certificate,,9.0
Others,87.5,5.0,12.0,3.0,4.0,4.0,Have certificate,Full,6.2
Ho Chi Minh City,40.0,4.0,,2.0,,,Have certificate,,4.1
Ho Chi Minh City,110.3,,13.0,1.0,3.0,2.0,Have certificate,Basic,5.8
Ho Chi Minh City,15.0,,,3.0,2.0,3.0,Have certificate,Full,2.6
Hanoi,30.0,4.2,,5.0,3.0,4.0,Have certificate,,4.95
Ho Chi Minh City,126.4,5.0,5.0,1.0,2.0,2.0,Have certificate,,4.95
Ho Chi Minh City,70.0,,5.0,,,,,,8.3
Others,65.9,5.0,2.0,1.0,2.0,1.0,Have certificate,Full,1.7
Others,240.0,12.0,12.0,3.0,4.0,5.0,,Basic,7.2
Hanoi,47.0,,,6.0,3.0,4.0,Have certificate,,6.5
Others,90.0,,5.0,2.0,3.0,2.0,Sale contract,Full,1.69
Hanoi,50.0,,,,,,Have certificate,,7.2
Ho Chi Minh City,42.0,,,4.0,4.0,4.0,Have certificate,Basic,6.9
Others,187.0,8.0,33.0,,2.0,2.0,Have certificate,,9.5
Hanoi,25.0,4.0,,5.0,3.0,4.0,Have certificate,Full,4.75
Hanoi,30.0,5.0,8.0,5.0,3.0,3.0,Have certificate,Full,5.0
Ho Chi Minh City,45.0,,,,4.0,5.0,,,6.9
Hanoi,45.0,,,,,,Have certificate,,6.35
Ho Chi Minh City,60.0,,8.0,3.0,3.0,3.0,Have certificate,Full,8.0
Hanoi,32.0,,,5.0,3.0,4.0,Sale contract,,3.75
Ho Chi Minh City,61.0,5.0,4.0,2.0,2.0,3.0,Have certificate,Full,7.2
Ho Chi Minh City,58.0,,,4.0,6.0,7.0,Have certificate,Full,7.5
Others,55.0,4.0,2.2,1.0,2.0,1.0,Have certificate,,1.28
Hanoi,45.0,,3.0,5.0,5.0,4.0,Have certificate,,4.8
Hanoi,40.0,,,5.0,4.0,3.0,Have certificate,,7.0
Ho Chi Minh City,64.0,,,4.0,4.0,5.0,Have certificate,,8.5
Others,54.0,7.35,30.0,4.0,3.0,3.0,Have certificate,Full,8.2
Hanoi,34.0,,,5.0,3.0,4.0,Have certificate,Full,6.25
Hanoi,32.0,,,5.0,3.0,4.0,Have certificate,,4.7
Hanoi,40.0,,,5.0,4.0,4.0,Have certificate,Full,5.8
Others,70.0,4.5,4.0,3.0,3.0,3.0,Have certificate,,3.4
Others,160.0,8.0,19.0,3.0,,,Sale contract,,7.3
Others,110.0,5.0,29.0,4.0,,,,,5.4
Ho Chi Minh City,66.0,4.0,4.5,5.0,4.0,5.0,,,7.8
Others,73.0,5.0,5.0,2.0,3.0,2.0,Have certificate,Full,5.3
Hanoi,50.0,4.4,2.5,5.0,9.0,9.0,,Full,9.9
Hanoi,32.0,,,5.0,,,Have certificate,,5.0
Ho Chi Minh City,40.0,,,3.0,4.0,4.0,,Basic,7.9
Hanoi,40.0,,,4.0,4.0,3.0,Have certificate,Full,7.4
Ho Chi Minh City,40.0,4.0,,2.0,2.0,2.0,Have certificate,,2.98
Others,110.0,5.0,6.0,,2.0,1.0,Have certificate,,1.3
Ho Chi Minh City,76.0,,4.0,3.0,3.0,4.0,Have certificate,,6.0
Ho Chi Minh City,82.0,,,2.0,3.0,3.0,Have certificate,,8.3
Hanoi,35.0,4.0,,4.0,4.0,,,,3.55
Hanoi,52.0,1.1,2.5,4.0,4.0,3.0,Have certificate,,6.8
